rRNA_name,position,total_coverage
16S-rRNA,1359,4402
16S-rRNA,1360,4909
16S-rRNA,1361,5798
16S-rRNA,1362,6224
16S-rRNA,1363,7285
16S-rRNA,1364,8247
16S-rRNA,1365,9061
16S-rRNA,1366,10240
16S-rRNA,1367,11368
16S-rRNA,1368,12544
16S-rRNA,1369,13439
16S-rRNA,1370,14287
16S-rRNA,1371,14864
16S-rRNA,1372,15162
16S-rRNA,1373,15747
16S-rRNA,1374,16099
16S-rRNA,1375,16418
16S-rRNA,1376,16911
16S-rRNA,1377,17189
16S-rRNA,1378,18001
16S-rRNA,1379,18253
16S-rRNA,1380,19338
16S-rRNA,1381,20397
16S-rRNA,1382,22199
16S-rRNA,1383,23496
16S-rRNA,1384,27835
16S-rRNA,1385,33672
16S-rRNA,1386,41267
16S-rRNA,1387,48337
16S-rRNA,1388,54840
16S-rRNA,1389,64244
16S-rRNA,1390,76322
16S-rRNA,1391,85026
16S-rRNA,1392,95441
16S-rRNA,1393,104045
16S-rRNA,1394,111746
16S-rRNA,1395,119407
16S-rRNA,1396,126673
16S-rRNA,1397,134538
16S-rRNA,1398,141325
16S-rRNA,1399,148873
16S-rRNA,1400,155526
16S-rRNA,1401,161171
16S-rRNA,1402,167090
16S-rRNA,1403,171892
16S-rRNA,1404,181612
16S-rRNA,1405,186920
16S-rRNA,1406,196732
16S-rRNA,1407,201912
16S-rRNA,1408,206773
16S-rRNA,1409,215031
16S-rRNA,1410,217511
16S-rRNA,1411,222111
16S-rRNA,1412,223843
16S-rRNA,1413,227189
16S-rRNA,1414,228414
16S-rRNA,1415,230429
16S-rRNA,1416,230817
16S-rRNA,1417,230821
16S-rRNA,1418,232671
16S-rRNA,1419,230783
16S-rRNA,1420,225554
16S-rRNA,1421,220183
16S-rRNA,1422,212117
16S-rRNA,1423,204419
16S-rRNA,1424,196941
16S-rRNA,1425,191376
16S-rRNA,1426,185482
16S-rRNA,1427,180300
16S-rRNA,1428,177754
16S-rRNA,1429,172814
16S-rRNA,1430,171890
16S-rRNA,1431,171687
16S-rRNA,1432,171561
16S-rRNA,1433,167497
16S-rRNA,1434,156558
16S-rRNA,1435,174091
16S-rRNA,1436,170737
16S-rRNA,1437,208043
16S-rRNA,1438,212162
16S-rRNA,1439,238947
16S-rRNA,1440,271080
16S-rRNA,1441,308198
16S-rRNA,1442,365691
16S-rRNA,1443,422086
16S-rRNA,1444,516157
16S-rRNA,1445,591162
16S-rRNA,1446,700581
16S-rRNA,1447,783501
16S-rRNA,1448,873497
16S-rRNA,1449,920504
16S-rRNA,1450,955215
16S-rRNA,1451,989028
16S-rRNA,1452,996799
16S-rRNA,1453,999482
16S-rRNA,1454,1007597
16S-rRNA,1455,1009528
16S-rRNA,1456,1018412
16S-rRNA,1457,1021372
16S-rRNA,1458,1026690
16S-rRNA,1459,1043521
16S-rRNA,1460,1057012
16S-rRNA,1461,1081451
16S-rRNA,1462,1121677
16S-rRNA,1463,1167570
16S-rRNA,1464,1230587
16S-rRNA,1465,1271213
16S-rRNA,1466,1327065
16S-rRNA,1467,1357738
16S-rRNA,1468,1391180
16S-rRNA,1469,1414399
16S-rRNA,1470,1425806
16S-rRNA,1471,1438583
16S-rRNA,1472,1455069
16S-rRNA,1473,1459410
16S-rRNA,1474,1465716
16S-rRNA,1475,1470883
16S-rRNA,1476,1469371
16S-rRNA,1477,1477904
16S-rRNA,1478,1477772
16S-rRNA,1479,1473237
16S-rRNA,1480,1474531
16S-rRNA,1481,1476780
16S-rRNA,1482,1474738
16S-rRNA,1483,1474150
16S-rRNA,1484,1463698
16S-rRNA,1485,1461492
16S-rRNA,1486,1447609
16S-rRNA,1487,1436935
16S-rRNA,1488,1423738
16S-rRNA,1489,1405916
16S-rRNA,1490,1378511
16S-rRNA,1491,1351902
16S-rRNA,1492,1318479
16S-rRNA,1493,1298350
16S-rRNA,1494,1281432
16S-rRNA,1495,1256082
16S-rRNA,1496,1230848
16S-rRNA,1497,1277042
16S-rRNA,1498,1278052
16S-rRNA,1499,1324792
16S-rRNA,1500,1331419
16S-rRNA,1501,1336123
16S-rRNA,1502,1363714
16S-rRNA,1503,1371251
16S-rRNA,1504,1368922
16S-rRNA,1505,1359094
16S-rRNA,1506,1270623
16S-rRNA,1507,1078978
16S-rRNA,1508,917231
16S-rRNA,1509,630539
16S-rRNA,1510,574018
16S-rRNA,1511,488050
16S-rRNA,1512,311390
16S-rRNA,1513,264976
16S-rRNA,1514,251097
16S-rRNA,1515,236577
16S-rRNA,1516,229223
16S-rRNA,1517,234253
16S-rRNA,1518,237809
16S-rRNA,1519,249001
16S-rRNA,1520,258153
16S-rRNA,1521,277671
16S-rRNA,1522,297059
16S-rRNA,1523,317311
16S-rRNA,1524,328987
16S-rRNA,1525,340860
16S-rRNA,1526,353277
16S-rRNA,1527,369241
16S-rRNA,1528,385830
16S-rRNA,1529,400907
16S-rRNA,1530,424271
16S-rRNA,1531,447086
16S-rRNA,1532,461629
16S-rRNA,1533,479856
16S-rRNA,1534,498629
16S-rRNA,1535,516156
16S-rRNA,1536,529334
16S-rRNA,1537,541099
16S-rRNA,1538,550344
16S-rRNA,1539,558798
16S-rRNA,1540,565977
16S-rRNA,1541,572275
16S-rRNA,1542,578220
16S-rRNA,1543,584296
16S-rRNA,1544,586656
16S-rRNA,1545,591054
16S-rRNA,1546,595867
16S-rRNA,1547,592986
16S-rRNA,1548,587695
16S-rRNA,1549,576923
16S-rRNA,1550,566692
16S-rRNA,1551,561253
16S-rRNA,1552,557122
16S-rRNA,1553,551299
16S-rRNA,1554,547236
16S-rRNA,1555,546102
16S-rRNA,1556,545363
16S-rRNA,1557,544751
16S-rRNA,1558,543183
16S-rRNA,1559,540089
16S-rRNA,1560,508661
16S-rRNA,1561,504569
16S-rRNA,1562,501337
16S-rRNA,1563,497412
16S-rRNA,1564,491717
16S-rRNA,1565,486064
16S-rRNA,1566,480774
16S-rRNA,1567,472480
16S-rRNA,1568,461670
16S-rRNA,1569,438668
16S-rRNA,1570,392024
16S-rRNA,1571,339760
16S-rRNA,1572,295170
16S-rRNA,1573,276959
16S-rRNA,1574,136368
16S-rRNA,1575,39259
18S-rRNA,1,391834
18S-rRNA,2,418072
18S-rRNA,3,421610
18S-rRNA,4,426618
18S-rRNA,5,477272
18S-rRNA,6,516965
18S-rRNA,7,526919
18S-rRNA,8,530866
18S-rRNA,9,538601
18S-rRNA,10,545418
18S-rRNA,11,549537
18S-rRNA,12,564015
18S-rRNA,13,570704
18S-rRNA,14,573199
18S-rRNA,15,581303
18S-rRNA,16,579318
18S-rRNA,17,580496
18S-rRNA,18,580704
18S-rRNA,19,578221
18S-rRNA,20,577232
18S-rRNA,21,575774
18S-rRNA,22,558438
18S-rRNA,23,555124
18S-rRNA,24,553237
18S-rRNA,25,537461
18S-rRNA,26,528557
18S-rRNA,27,525156
18S-rRNA,28,522328
18S-rRNA,29,521256
18S-rRNA,30,517101
18S-rRNA,31,504173
18S-rRNA,32,496753
18S-rRNA,33,492483
18S-rRNA,34,487466
18S-rRNA,35,485267
18S-rRNA,36,479190
18S-rRNA,37,464163
18S-rRNA,38,455578
18S-rRNA,39,450341
18S-rRNA,40,445321
18S-rRNA,41,438623
18S-rRNA,42,422980
18S-rRNA,43,404862
18S-rRNA,44,361208
18S-rRNA,45,348957
18S-rRNA,46,340749
18S-rRNA,47,339905
18S-rRNA,48,338188
18S-rRNA,49,334687
18S-rRNA,50,322692
18S-rRNA,51,322217
18S-rRNA,52,321724
18S-rRNA,53,319734
18S-rRNA,54,317103
18S-rRNA,55,315019
18S-rRNA,56,313765
18S-rRNA,57,311734
18S-rRNA,58,309867
18S-rRNA,59,306355
18S-rRNA,60,301677
18S-rRNA,61,300758
18S-rRNA,62,300339
18S-rRNA,63,297084
18S-rRNA,64,291334
18S-rRNA,65,289853
18S-rRNA,66,287830
18S-rRNA,67,285753
18S-rRNA,68,282544
18S-rRNA,69,281148
18S-rRNA,70,274107
18S-rRNA,71,267959
18S-rRNA,72,246348
18S-rRNA,73,241722
18S-rRNA,74,234001
18S-rRNA,75,227579
18S-rRNA,76,209798
18S-rRNA,77,186291
18S-rRNA,78,176332
18S-rRNA,79,174865
18S-rRNA,80,161527
18S-rRNA,81,161882
18S-rRNA,82,151690
18S-rRNA,83,147210
18S-rRNA,84,146225
18S-rRNA,85,150657
18S-rRNA,86,149893
18S-rRNA,87,146800
18S-rRNA,88,143585
18S-rRNA,89,152792
18S-rRNA,90,158512
18S-rRNA,91,159206
18S-rRNA,92,158217
18S-rRNA,93,159251
18S-rRNA,94,157815
18S-rRNA,95,156664
18S-rRNA,96,154634
18S-rRNA,97,155204
18S-rRNA,98,152515
18S-rRNA,99,150463
18S-rRNA,100,149052
18S-rRNA,101,134092
18S-rRNA,102,133600
18S-rRNA,103,132984
18S-rRNA,104,139920
18S-rRNA,105,139308
18S-rRNA,106,133265
18S-rRNA,107,131612
18S-rRNA,108,133209
18S-rRNA,109,131794
18S-rRNA,110,127797
18S-rRNA,111,128231
18S-rRNA,112,139682
18S-rRNA,113,151916
18S-rRNA,114,153846
18S-rRNA,115,157712
18S-rRNA,116,160146
18S-rRNA,117,159712
18S-rRNA,118,159104
18S-rRNA,119,159562
18S-rRNA,120,158220
18S-rRNA,121,169255
18S-rRNA,122,168006
18S-rRNA,123,161207
18S-rRNA,124,157614
18S-rRNA,125,154613
18S-rRNA,126,149351
18S-rRNA,127,143378
18S-rRNA,128,131405
18S-rRNA,129,122803
18S-rRNA,130,107939
18S-rRNA,131,96974
18S-rRNA,132,88916
18S-rRNA,133,86974
18S-rRNA,134,85624
18S-rRNA,135,83437
18S-rRNA,136,88012
18S-rRNA,137,89819
18S-rRNA,138,89838
18S-rRNA,139,88829
18S-rRNA,140,84935
18S-rRNA,141,81483
18S-rRNA,142,83822
18S-rRNA,143,84763
18S-rRNA,144,99553
18S-rRNA,145,105314
18S-rRNA,146,109341
18S-rRNA,147,109659
18S-rRNA,148,109638
18S-rRNA,149,108594
18S-rRNA,150,110595
18S-rRNA,151,110592
18S-rRNA,152,111097
18S-rRNA,153,116817
18S-rRNA,154,118162
18S-rRNA,155,120166
18S-rRNA,156,120996
18S-rRNA,157,120898
18S-rRNA,158,121253
18S-rRNA,159,122907
18S-rRNA,160,122987
18S-rRNA,161,122651
18S-rRNA,162,122818
18S-rRNA,163,124462
18S-rRNA,164,124708
18S-rRNA,165,125676
18S-rRNA,166,126866
18S-rRNA,167,126636
18S-rRNA,168,124205
18S-rRNA,169,117144
18S-rRNA,170,114041
18S-rRNA,171,150409
18S-rRNA,172,171714
18S-rRNA,173,173601
18S-rRNA,174,174806
18S-rRNA,175,173699
18S-rRNA,176,174083
18S-rRNA,177,171292
18S-rRNA,178,168309
18S-rRNA,179,166764
18S-rRNA,180,166577
18S-rRNA,181,161962
18S-rRNA,182,157782
18S-rRNA,183,155902
18S-rRNA,184,154340
18S-rRNA,185,151894
18S-rRNA,186,145650
18S-rRNA,187,141963
18S-rRNA,188,140721
18S-rRNA,189,137407
18S-rRNA,190,135462
18S-rRNA,191,133379
18S-rRNA,192,130136
18S-rRNA,193,124979
18S-rRNA,194,118417
18S-rRNA,195,111191
18S-rRNA,196,97903
18S-rRNA,197,82025
18S-rRNA,198,59181
18S-rRNA,199,39141
18S-rRNA,200,29491
18S-rRNA,201,30588
18S-rRNA,202,35603
18S-rRNA,203,44979
18S-rRNA,204,53696
18S-rRNA,205,69671
18S-rRNA,206,108275
18S-rRNA,207,176128
18S-rRNA,208,218194
18S-rRNA,209,238255
18S-rRNA,210,251824
18S-rRNA,211,255276
18S-rRNA,212,259339
18S-rRNA,213,267211
18S-rRNA,214,268891
18S-rRNA,215,270040
18S-rRNA,216,269896
18S-rRNA,217,267313
18S-rRNA,218,266058
18S-rRNA,219,265062
18S-rRNA,220,262779
18S-rRNA,221,259902
18S-rRNA,222,247191
18S-rRNA,223,230002
18S-rRNA,224,223566
18S-rRNA,225,219027
18S-rRNA,226,211887
18S-rRNA,227,205137
18S-rRNA,228,197686
18S-rRNA,229,179793
18S-rRNA,230,121317
18S-rRNA,231,92626
18S-rRNA,232,93351
18S-rRNA,233,94291
18S-rRNA,234,95621
18S-rRNA,235,96574
18S-rRNA,236,96608
18S-rRNA,237,94951
18S-rRNA,238,92730
18S-rRNA,239,91942
18S-rRNA,240,90580
18S-rRNA,241,86247
18S-rRNA,242,81948
18S-rRNA,243,78824
18S-rRNA,244,76310
18S-rRNA,245,69084
18S-rRNA,246,61733
18S-rRNA,247,59255
18S-rRNA,248,59433
18S-rRNA,249,62385
18S-rRNA,250,63917
18S-rRNA,251,62734
18S-rRNA,252,58486
18S-rRNA,253,54330
18S-rRNA,254,50512
18S-rRNA,255,49151
18S-rRNA,256,46279
18S-rRNA,257,42876
18S-rRNA,258,40063
18S-rRNA,259,37644
18S-rRNA,260,33243
18S-rRNA,261,26129
18S-rRNA,262,20084
18S-rRNA,263,19309
18S-rRNA,264,19628
18S-rRNA,265,19083
18S-rRNA,266,19246
18S-rRNA,267,27036
18S-rRNA,268,28466
18S-rRNA,269,27417
18S-rRNA,270,38844
18S-rRNA,271,39246
18S-rRNA,272,39854
18S-rRNA,273,39888
18S-rRNA,274,40447
18S-rRNA,275,41129
18S-rRNA,276,44100
18S-rRNA,277,45751
18S-rRNA,278,47733
18S-rRNA,279,48275
18S-rRNA,280,49389
18S-rRNA,281,52226
18S-rRNA,282,54157
18S-rRNA,283,52977
18S-rRNA,284,53887
18S-rRNA,285,60478
18S-rRNA,286,63706
18S-rRNA,287,63072
18S-rRNA,288,59634
18S-rRNA,289,55296
18S-rRNA,290,55345
18S-rRNA,291,55863
18S-rRNA,292,55977
18S-rRNA,293,55260
18S-rRNA,294,55419
18S-rRNA,295,56258
18S-rRNA,296,56233
18S-rRNA,297,55102
18S-rRNA,298,52775
18S-rRNA,299,50153
18S-rRNA,300,50736
18S-rRNA,301,51257
18S-rRNA,302,50739
18S-rRNA,303,51168
18S-rRNA,304,50530
18S-rRNA,305,54054
18S-rRNA,306,56280
18S-rRNA,307,56526
18S-rRNA,308,55301
18S-rRNA,309,56517
18S-rRNA,310,57141
18S-rRNA,311,56970
18S-rRNA,312,56778
18S-rRNA,313,56120
18S-rRNA,314,53822
18S-rRNA,315,53321
18S-rRNA,316,52313
18S-rRNA,317,51193
18S-rRNA,318,49873
18S-rRNA,319,49569
18S-rRNA,320,47887
18S-rRNA,321,45874
18S-rRNA,322,44095
18S-rRNA,323,35817
18S-rRNA,324,33627
18S-rRNA,325,30443
18S-rRNA,326,26169
18S-rRNA,327,25120
18S-rRNA,328,23005
18S-rRNA,329,22388
18S-rRNA,330,21351
18S-rRNA,331,20490
18S-rRNA,332,20007
18S-rRNA,333,19960
18S-rRNA,334,19716
18S-rRNA,335,19329
18S-rRNA,336,19281
18S-rRNA,337,17797
18S-rRNA,338,17285
18S-rRNA,339,16991
18S-rRNA,340,16802
18S-rRNA,341,16374
18S-rRNA,342,14890
18S-rRNA,343,14192
18S-rRNA,344,13108
18S-rRNA,345,12155
18S-rRNA,346,11917
18S-rRNA,347,11740
18S-rRNA,348,11381
18S-rRNA,349,10867
18S-rRNA,350,10405
18S-rRNA,351,8880
18S-rRNA,352,7523
18S-rRNA,353,6447
18S-rRNA,354,5750
18S-rRNA,355,4630
18S-rRNA,356,4292
18S-rRNA,357,3783
18S-rRNA,358,3686
18S-rRNA,359,3005
18S-rRNA,360,2545
18S-rRNA,361,2256
18S-rRNA,362,1880
18S-rRNA,363,1290
18S-rRNA,364,1098
18S-rRNA,365,973
18S-rRNA,366,834
18S-rRNA,367,753
18S-rRNA,368,678
18S-rRNA,369,606
18S-rRNA,370,510
18S-rRNA,371,444
18S-rRNA,372,400
18S-rRNA,373,404
18S-rRNA,374,389
18S-rRNA,375,386
18S-rRNA,376,391
18S-rRNA,377,380
18S-rRNA,378,360
18S-rRNA,379,348
18S-rRNA,380,342
18S-rRNA,381,316
18S-rRNA,382,283
18S-rRNA,383,289
18S-rRNA,384,337
18S-rRNA,385,348
18S-rRNA,386,353
18S-rRNA,387,374
18S-rRNA,388,370
18S-rRNA,389,369
18S-rRNA,390,381
18S-rRNA,391,1999
18S-rRNA,392,8819
18S-rRNA,393,13066
18S-rRNA,394,17816
18S-rRNA,395,26161
18S-rRNA,396,38044
18S-rRNA,397,85680
18S-rRNA,398,89261
18S-rRNA,399,112725
18S-rRNA,400,120145
18S-rRNA,401,185546
18S-rRNA,402,196449
18S-rRNA,403,201222
18S-rRNA,404,208435
18S-rRNA,405,291922
18S-rRNA,406,300559
18S-rRNA,407,305219
18S-rRNA,408,311967
18S-rRNA,409,315032
18S-rRNA,410,317019
18S-rRNA,411,318317
18S-rRNA,412,316451
18S-rRNA,413,310502
18S-rRNA,414,296988
18S-rRNA,415,290014
18S-rRNA,416,278558
18S-rRNA,417,250249
18S-rRNA,418,221118
18S-rRNA,419,199608
18S-rRNA,420,153343
18S-rRNA,421,137113
18S-rRNA,422,158514
18S-rRNA,423,158338
18S-rRNA,424,308324
18S-rRNA,425,437741
18S-rRNA,426,470663
18S-rRNA,427,499956
18S-rRNA,428,501969
18S-rRNA,429,532633
18S-rRNA,430,626259
18S-rRNA,431,649065
18S-rRNA,432,649203
18S-rRNA,433,658562
18S-rRNA,434,668160
18S-rRNA,435,669972
18S-rRNA,436,677102
18S-rRNA,437,681324
18S-rRNA,438,681880
18S-rRNA,439,686038
18S-rRNA,440,684788
18S-rRNA,441,682680
18S-rRNA,442,670924
18S-rRNA,443,663280
18S-rRNA,444,632442
18S-rRNA,445,578641
18S-rRNA,446,493626
18S-rRNA,447,427965
18S-rRNA,448,336592
18S-rRNA,449,298796
18S-rRNA,450,231016
18S-rRNA,451,199557
18S-rRNA,452,182716
18S-rRNA,453,170017
18S-rRNA,454,159700
18S-rRNA,455,142925
18S-rRNA,456,130471
18S-rRNA,457,90851
18S-rRNA,458,77848
18S-rRNA,459,69971
18S-rRNA,460,62815
18S-rRNA,461,59655
18S-rRNA,462,51127
18S-rRNA,463,48887
18S-rRNA,464,47514
18S-rRNA,465,46087
18S-rRNA,466,45701
18S-rRNA,467,37941
18S-rRNA,468,37812
18S-rRNA,469,37849
18S-rRNA,470,41247
18S-rRNA,471,45040
18S-rRNA,472,45640
18S-rRNA,473,47643
18S-rRNA,474,49897
18S-rRNA,475,48817
18S-rRNA,476,50773
18S-rRNA,477,51288
18S-rRNA,478,50510
18S-rRNA,479,51446
18S-rRNA,480,52406
18S-rRNA,481,53538
18S-rRNA,482,56757
18S-rRNA,483,58835
18S-rRNA,484,59126
18S-rRNA,485,58998
18S-rRNA,486,58531
18S-rRNA,487,59449
18S-rRNA,488,59270
18S-rRNA,489,56721
18S-rRNA,490,55641
18S-rRNA,491,53560
18S-rRNA,492,53185
18S-rRNA,493,52559
18S-rRNA,494,51179
18S-rRNA,495,50258
18S-rRNA,496,50376
18S-rRNA,497,50251
18S-rRNA,498,51938
18S-rRNA,499,52119
18S-rRNA,500,51234
18S-rRNA,501,57654
18S-rRNA,502,59538
18S-rRNA,503,68268
18S-rRNA,504,133829
18S-rRNA,505,167913
18S-rRNA,506,208807
18S-rRNA,507,210075
18S-rRNA,508,210553
18S-rRNA,509,211193
18S-rRNA,510,211327
18S-rRNA,511,211757
18S-rRNA,512,217251
18S-rRNA,513,217679
18S-rRNA,514,216126
18S-rRNA,515,215175
18S-rRNA,516,215159
18S-rRNA,517,254179
18S-rRNA,518,259695
18S-rRNA,519,264949
18S-rRNA,520,262666
18S-rRNA,521,259518
18S-rRNA,522,234410
18S-rRNA,523,220170
18S-rRNA,524,204291
18S-rRNA,525,183447
18S-rRNA,526,161998
18S-rRNA,527,144029
18S-rRNA,528,134074
18S-rRNA,529,131080
18S-rRNA,530,129969
18S-rRNA,531,127784
18S-rRNA,532,126461
18S-rRNA,533,124532
18S-rRNA,534,123417
18S-rRNA,535,122527
18S-rRNA,536,128344
18S-rRNA,537,153826
18S-rRNA,538,154037
18S-rRNA,539,148737
18S-rRNA,540,133268
18S-rRNA,541,117039
18S-rRNA,542,105353
18S-rRNA,543,103347
18S-rRNA,544,103776
18S-rRNA,545,106571
18S-rRNA,546,107009
18S-rRNA,547,106955
18S-rRNA,548,106910
18S-rRNA,549,106921
18S-rRNA,550,106895
18S-rRNA,551,106753
18S-rRNA,552,106241
18S-rRNA,553,77008
18S-rRNA,554,68235
18S-rRNA,555,67785
18S-rRNA,556,67265
18S-rRNA,557,66851
18S-rRNA,558,66891
18S-rRNA,559,66428
18S-rRNA,560,65379
18S-rRNA,561,65199
18S-rRNA,562,64821
18S-rRNA,563,64591
18S-rRNA,564,64275
18S-rRNA,565,63722
18S-rRNA,566,63405
18S-rRNA,567,62809
18S-rRNA,568,62528
18S-rRNA,569,55907
18S-rRNA,570,51988
18S-rRNA,571,43462
18S-rRNA,572,9935
18S-rRNA,573,8915
18S-rRNA,574,7368
18S-rRNA,575,6833
18S-rRNA,576,6408
18S-rRNA,577,6402
18S-rRNA,578,6446
18S-rRNA,579,6392
18S-rRNA,580,6375
18S-rRNA,581,6282
18S-rRNA,582,5973
18S-rRNA,583,5557
18S-rRNA,584,5302
18S-rRNA,585,5041
18S-rRNA,586,5291
18S-rRNA,587,19030
18S-rRNA,588,49946
18S-rRNA,589,49944
18S-rRNA,590,49920
18S-rRNA,591,49901
18S-rRNA,592,49880
18S-rRNA,593,49857
18S-rRNA,594,49860
18S-rRNA,595,49828
18S-rRNA,596,49558
18S-rRNA,597,49523
18S-rRNA,598,49418
18S-rRNA,599,49364
18S-rRNA,600,49346
18S-rRNA,601,49260
18S-rRNA,602,49042
18S-rRNA,603,49045
18S-rRNA,604,49042
18S-rRNA,605,49014
18S-rRNA,606,49376
18S-rRNA,607,51486
18S-rRNA,608,68401
18S-rRNA,609,74968
18S-rRNA,610,87097
18S-rRNA,611,94261
18S-rRNA,612,95471
18S-rRNA,613,92619
18S-rRNA,614,91209
18S-rRNA,615,100122
18S-rRNA,616,98914
18S-rRNA,617,100903
18S-rRNA,618,103277
18S-rRNA,619,106713
18S-rRNA,620,103701
18S-rRNA,621,97529
18S-rRNA,622,110327
18S-rRNA,623,118622
18S-rRNA,624,125496
18S-rRNA,625,131444
18S-rRNA,626,134597
18S-rRNA,627,139361
18S-rRNA,628,141464
18S-rRNA,629,140503
18S-rRNA,630,138424
18S-rRNA,631,132600
18S-rRNA,632,126076
18S-rRNA,633,120797
18S-rRNA,634,108000
18S-rRNA,635,103765
18S-rRNA,636,98223
18S-rRNA,637,95500
18S-rRNA,638,92535
18S-rRNA,639,87713
18S-rRNA,640,82013
18S-rRNA,641,75213
18S-rRNA,642,66959
18S-rRNA,643,56266
18S-rRNA,644,47639
18S-rRNA,645,38748
18S-rRNA,646,36703
18S-rRNA,647,36380
18S-rRNA,648,35420
18S-rRNA,649,32781
18S-rRNA,650,28960
18S-rRNA,651,26507
18S-rRNA,652,25869
18S-rRNA,653,25310
18S-rRNA,654,24396
18S-rRNA,655,22833
18S-rRNA,656,22385
18S-rRNA,657,22334
18S-rRNA,658,22508
18S-rRNA,659,22739
18S-rRNA,660,22590
18S-rRNA,661,22169
18S-rRNA,662,21871
18S-rRNA,663,20582
18S-rRNA,664,14111
18S-rRNA,665,13575
18S-rRNA,666,13188
18S-rRNA,667,12006
18S-rRNA,668,12229
18S-rRNA,669,12176
18S-rRNA,670,12073
18S-rRNA,671,12430
18S-rRNA,672,12407
18S-rRNA,673,12262
18S-rRNA,674,12339
18S-rRNA,675,12988
18S-rRNA,676,12964
18S-rRNA,677,12768
18S-rRNA,678,12252
18S-rRNA,679,12736
18S-rRNA,680,12740
18S-rRNA,681,12585
18S-rRNA,682,12653
18S-rRNA,683,14222
18S-rRNA,684,14304
18S-rRNA,685,15656
18S-rRNA,686,17745
18S-rRNA,687,17703
18S-rRNA,688,18957
18S-rRNA,689,19061
18S-rRNA,690,19609
18S-rRNA,691,27196
18S-rRNA,692,34787
18S-rRNA,693,36494
18S-rRNA,694,37527
18S-rRNA,695,37745
18S-rRNA,696,38987
18S-rRNA,697,38928
18S-rRNA,698,39052
18S-rRNA,699,39424
18S-rRNA,700,39473
18S-rRNA,701,39303
18S-rRNA,702,39567
18S-rRNA,703,39530
18S-rRNA,704,41089
18S-rRNA,705,41282
18S-rRNA,706,50091
18S-rRNA,707,50698
18S-rRNA,708,50687
18S-rRNA,709,48768
18S-rRNA,710,47963
18S-rRNA,711,47386
18S-rRNA,712,46407
18S-rRNA,713,44068
18S-rRNA,714,43160
18S-rRNA,715,42452
18S-rRNA,716,40129
18S-rRNA,717,39089
18S-rRNA,718,40093
18S-rRNA,719,39690
18S-rRNA,720,39151
18S-rRNA,721,38639
18S-rRNA,722,36938
18S-rRNA,723,36900
18S-rRNA,724,35250
18S-rRNA,725,24546
18S-rRNA,726,19452
18S-rRNA,727,20943
18S-rRNA,728,22567
18S-rRNA,729,21938
18S-rRNA,730,13126
18S-rRNA,731,12631
18S-rRNA,732,11185
18S-rRNA,733,10938
18S-rRNA,734,10860
18S-rRNA,735,11310
18S-rRNA,736,11379
18S-rRNA,737,11915
18S-rRNA,738,11976
18S-rRNA,739,12592
18S-rRNA,740,12931
18S-rRNA,741,13286
18S-rRNA,742,13878
18S-rRNA,743,12847
18S-rRNA,744,10961
18S-rRNA,745,9213
18S-rRNA,746,8057
18S-rRNA,747,7787
18S-rRNA,748,7698
18S-rRNA,749,7641
18S-rRNA,750,7589
18S-rRNA,751,7548
18S-rRNA,752,7511
18S-rRNA,753,7476
18S-rRNA,754,7458
18S-rRNA,755,7366
18S-rRNA,756,7186
18S-rRNA,757,6443
18S-rRNA,758,6370
18S-rRNA,759,5916
18S-rRNA,760,5477
18S-rRNA,761,4947
18S-rRNA,762,4071
18S-rRNA,763,3352
18S-rRNA,764,2878
18S-rRNA,765,2779
18S-rRNA,766,2617
18S-rRNA,767,2498
18S-rRNA,768,2385
18S-rRNA,769,2306
18S-rRNA,770,1841
18S-rRNA,771,1738
18S-rRNA,772,1021
18S-rRNA,773,346
18S-rRNA,774,213
18S-rRNA,775,197
18S-rRNA,776,189
18S-rRNA,777,182
18S-rRNA,778,180
18S-rRNA,779,180
18S-rRNA,780,177
18S-rRNA,781,175
18S-rRNA,782,175
18S-rRNA,783,175
18S-rRNA,784,175
18S-rRNA,785,169
18S-rRNA,786,167
18S-rRNA,787,167
18S-rRNA,788,167
18S-rRNA,789,164
18S-rRNA,790,164
18S-rRNA,791,164
18S-rRNA,792,161
18S-rRNA,793,161
18S-rRNA,794,151
18S-rRNA,795,139
18S-rRNA,796,139
18S-rRNA,797,137
18S-rRNA,798,137
18S-rRNA,799,137
18S-rRNA,800,137
18S-rRNA,801,137
18S-rRNA,802,137
18S-rRNA,803,131
18S-rRNA,804,115
18S-rRNA,805,107
18S-rRNA,806,101
18S-rRNA,807,92
18S-rRNA,808,80
18S-rRNA,809,40
18S-rRNA,810,12
18S-rRNA,811,5
18S-rRNA,812,3
18S-rRNA,813,3
18S-rRNA,814,3
18S-rRNA,815,3
18S-rRNA,816,3
18S-rRNA,817,3
18S-rRNA,818,3
18S-rRNA,819,3
18S-rRNA,820,3
18S-rRNA,821,3
18S-rRNA,822,3
18S-rRNA,823,3
18S-rRNA,824,3
18S-rRNA,825,3
18S-rRNA,826,3
18S-rRNA,1758,2
18S-rRNA,1759,2
18S-rRNA,1760,2
18S-rRNA,1761,14
18S-rRNA,1762,336
18S-rRNA,1763,464
18S-rRNA,1764,10092
18S-rRNA,1765,10224
18S-rRNA,1766,11048
18S-rRNA,1767,11113
18S-rRNA,1768,11127
18S-rRNA,1769,11140
18S-rRNA,1770,11152
18S-rRNA,1771,11241
18S-rRNA,1772,11254
18S-rRNA,1773,11426
18S-rRNA,1774,11601
